movieId,title,genres
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
713,Of Love and Shadows (1994),Drama
717,Mouth to Mouth (Boca a boca) (1995),Comedy
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
725,"Great White Hype, The (1996)",Comedy
726,Last Dance (1996),Drama
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
731,Heaven's Prisoners (1996),Crime|Thriller
733,"Rock, The (1996)",Action|Adventure|Thriller
736,Twister (1996),Action|Adventure|Romance|Thriller
749,"Man from Down Under, The (1943)",Drama
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance
766,I Shot Andy Warhol (1996),Drama
768,Someone Else's America (1995),Drama
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)",Comedy|Drama
772,Quartier Mozart (1992),Comedy
774,Wend Kuuni (a.k.a. God's Gift) (1982),Drama
776,Babyfever (1994),Comedy|Drama
786,Eraser (1996),Action|Drama|Thriller
787,"Gate of Heavenly Peace, The (1995)",Documentary
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
790,"Unforgettable Summer, An (Un été inoubliable) (1994)",Drama
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
816,Two Deaths (1995),Drama
818,"Very Brady Sequel, A (1996)",Comedy
822,Hedd Wyn (1992),Drama|Romance|War
823,"Collector, The (La collectionneuse) (1967)",Drama
824,Kaspar Hauser (1993),Drama|Mystery
825,Regular Guys (Echte Kerle) (1996),Comedy|Romance
835,Foxfire (1996),Drama
838,Emma (1996),Comedy|Drama|Romance
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama
851,Basquiat (1996),Drama
865,Small Faces (1996),Drama
882,"Trigger Effect, The (1996)",Drama|Thriller
884,Sweet Nothing (1996),Drama
886,Bulletproof (1996),Action|Comedy|Crime
887,Talk of Angels (1998),Drama
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical
889,1-900 (06) (1994),Drama|Romance
892,Twelfth Night (1996),Comedy|Drama|Romance
893,Mother Night (1996),Drama
896,Wild Reeds (Les roseaux sauvages) (1994),Drama
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
900,"American in Paris, An (1951)",Musical|Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
904,Rear Window (1954),Mystery|Thriller
906,Gaslight (1944),Drama|Thriller
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
910,Some Like It Hot (1959),Comedy|Crime
912,Casablanca (1942),Drama|Romance
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
917,"Little Princess, The (1939)",Children|Drama
918,Meet Me in St. Louis (1944),Musical
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
934,Father of the Bride (1950),Comedy
935,"Band Wagon, The (1953)",Comedy|Musical
937,Love in the Afternoon (1957),Comedy|Romance
938,Gigi (1958),Musical
939,"Reluctant Debutante, The (1958)",Comedy|Drama
949,East of Eden (1955),Drama
952,Around the World in 80 Days (1956),Adventure|Comedy
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance
981,Dangerous Ground (1997),Drama
994,Big Night (1996),Comedy|Drama
997,Caught (1996),Drama|Thriller
999,2 Days in the Valley (1996),Crime|Film-Noir
1001,"Associate, The (Associé, L') (1979)",Comedy
1002,Ed's Next Move (1996),Comedy|Romance
1003,Extreme Measures (1996),Drama|Thriller
1004,"Glimmer Man, The (1996)",Action|Thriller
1005,D3: The Mighty Ducks (1996),Children|Comedy
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy
1010,"Love Bug, The (1969)",Children|Comedy
1011,Herbie Rides Again (1974),Adventure|Children|Comedy
1012,Old Yeller (1957),Children|Drama
1013,"Parent Trap, The (1961)",Children|Comedy|Romance
1014,Pollyanna (1960),Children|Comedy|Drama
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama
1017,Swiss Family Robinson (1960),Adventure|Children
1018,That Darn Cat! (1965),Children|Comedy|Mystery
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1024,"Three Caballeros, The (1945)",Animation|Children|Musical
1029,Dumbo (1941),Animation|Children|Drama|Musical
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical
1038,Unhook the Stars (1996),Drama
1040,"Secret Agent, The (1996)",Drama
1041,Secrets & Lies (1996),Drama
1042,That Thing You Do! (1996),Comedy|Drama
1053,Normal Life (1996),Crime|Drama|Romance
1056,Jude (1996),Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
1058,Bitter Sugar (Azúcar amarga) (1996),Drama
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1060,Swingers (1996),Comedy|Drama
1063,Johns (1996),Drama
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
1068,Crossfire (1947),Crime|Film-Noir
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller
1070,Macao (1952),Adventure
1071,For the Moment (1994),Romance|War
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",Comedy|Romance
1076,"Innocents, The (1961)",Drama|Horror|Thriller
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy
1082,"Candidate, The (1972)",Drama
1083,"Great Race, The (1965)",Comedy|Musical
1098,"Search for One-eye Jimmy, The (1996)",Comedy
1102,American Strays (1996),Action
1103,Rebel Without a Cause (1955),Drama
1104,"Streetcar Named Desire, A (1951)",Drama
1105,Children of the Corn IV: The Gathering (1996),Horror
1107,Loser (1991),Comedy
1110,Bird of Prey (1996),Action
1113,"Associate, The (1996)",Comedy
1114,"Funeral, The (1996)",Crime|Drama
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime
1126,Drop Dead Fred (1991),Comedy|Fantasy
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1153,Raw Deal (1948),Film-Noir
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama
1160,Six of a Kind (1934),Comedy
1162,"Ruling Class, The (1972)",Comedy|Drama
1163,Mina Tannenbaum (1994),Drama
1165,"Bloody Child, The (1996)",Drama|Thriller
1170,Best of the Best 3: No Turning Back (1995),Action
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
1174,Dead Tired (Grosse Fatigue) (1994),Comedy
1175,Delicatessen (1991),Comedy|Drama|Romance
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
1177,Enchanted April (1992),Drama|Romance
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1180,Hear My Song (1991),Comedy
1181,"Shooter, The (1997)",Western
1183,"English Patient, The (1996)",Drama|Romance|War
1184,Mediterraneo (1991),Comedy|Drama
1185,My Left Foot (1989),Drama
1186,"Sex, Lies, and Videotape (1989)",Drama
1187,Passion Fish (1992),Drama
1188,Strictly Ballroom (1992),Comedy|Romance
1189,"Thin Blue Line, The (1988)",Documentary
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
1192,Paris Is Burning (1990),Documentary
1194,Cheech and Chong's Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1202,Withnail & I (1987),Comedy
1203,12 Angry Men (1957),Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War
1207,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now (1979),Action|Drama|War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1213,Goodfellas (1990),Crime|Drama
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
1217,Ran (1985),Drama|War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1219,Psycho (1960),Crime|Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1221,"Godfather: Part II, The (1974)",Crime|Drama
1222,Full Metal Jacket (1987),Drama|War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War
1225,Amadeus (1984),Drama
1226,"Quiet Man, The (1952)",Drama|Romance
1227,Once Upon a Time in America (1984),Crime|Drama
1230,Annie Hall (1977),Comedy|Romance
1231,"Right Stuff, The (1983)",Drama
1232,Stalker (1979),Drama|Mystery|Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1234,"Sting, The (1973)",Comedy|Crime
1235,Harold and Maude (1971),Comedy|Drama|Romance
1236,Trust (1990),Comedy|Drama|Romance
1238,Local Hero (1983),Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1242,Glory (1989),Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1247,"Graduate, The (1967)",Comedy|Drama|Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1251,8 1/2 (8½) (1963),Drama|Fantasy
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1256,Duck Soup (1933),Comedy|Musical|War
1257,Better Off Dead... (1985),Comedy|Romance
1258,"Shining, The (1980)",Horror
1260,M (1931),Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1268,Pump Up the Volume (1990),Comedy|Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1272,Patton (1970),Drama|War
1273,Down by Law (1986),Comedy|Drama|Film-Noir
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy
1276,Cool Hand Luke (1967),Drama
1279,Night on Earth (1991),Comedy|Drama
1292,Being There (1979),Comedy|Drama
1293,Gandhi (1982),Drama
1299,"Killing Fields, The (1984)",Drama|War
1305,"Paris, Texas (1984)",Drama|Romance
1310,Hype! (1996),Documentary
1313,Mad Dog Time (1996),Crime
1314,Breathing Room (1996),Romance
1315,Paris Was a Woman (1995),Documentary
1318,Blue Juice (1995),Comedy|Drama
1319,Kids of Survival (1996),Documentary
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1325,Amityville: A New Generation (1993),Horror
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
1328,"Amityville Curse, The (1990)",Horror
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
1330,April Fool's Day (1986),Horror
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
1341,Burnt Offerings (1976),Horror
1342,Candyman (1992),Horror|Thriller
1343,Cape Fear (1991),Thriller
1344,Cape Fear (1962),Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Drama|Fantasy|Horror
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
1350,"Omen, The (1976)",Horror|Mystery|Thriller
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
1355,Nightwatch (1997),Horror|Thriller
1357,Shine (1996),Drama|Romance
1358,Sling Blade (1996),Drama
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1363,"Preacher's Wife, The (1996)",Drama
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Drama
1366,"Crucible, The (1996)",Drama
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1377,Batman Returns (1992),Action|Crime
1379,Young Guns II (1990),Action|Western
1384,"Substance of Fire, The (1996)",Drama
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
